guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
14444e1f-5c9d-3e64-aa39-27b09578078a;F;The Zacks Analyst Blog Highlights Intesa Sanpaolo, Ford Motor and Cummins;Intesa Sanpaolo, Ford Motor and Cummins are included in this Analyst Blog.;Tue, 25 Jun 2024 09:46:00 +0000;F_2024-06-25;0.0;0.0
5f0b14f1-2ba0-3fb1-b4d3-23720bf67b20;F;Ford recalls 668,000 2014 F-150 pickup trucks over transmission issue;WASHINGTON (Reuters) -Ford Motor said Tuesday it is recalling 668,000 F-150 pickup trucks worldwide from the 2014 model year because vehicles can unexpectedly downshift into the first gear causing a loss of driver control or rear-wheel lockup.  A loss of signal can cause a transmission downshift, regardless of vehicle speed, the company told the National Highway Traffic Safety Administration.  The Ford F-series pickup truck has been the best selling vehicle in the United States for more than 40 years.;Tue, 25 Jun 2024 09:42:49 +0000;F_2024-06-25;0.7351;0.0
6e8e105c-5a7c-30fa-9c7b-4f78684fc475;F;Gates Ford implements MAD DEVS’ cloud tech document access platform;iStoreDOCS will allow customers to access and sign documents online.;Tue, 25 Jun 2024 08:35:04 +0000;F_2024-06-25;0.2263;-0.6037
91d73863-eb57-3769-b115-0478e01ca1da;F;This Used to Be a Major Weakness for Ford -- Now It's a Massive Strength;Ford's commercial business was once seen as a weakness, but that's far from the case today.;Mon, 24 Jun 2024 12:45:00 +0000;F_2024-06-24;-0.2263;0.1027
20186f2f-5f0a-3217-8ec1-569ba3466f51;F;The Most Hated Brand in the US;The article lists the most hated brand in the US. Why Consumers Hate on Brands When we look at some of the worst companies in the world, it’s hard to pinpoint exactly what made them the “worst” in the first place. Such strong sentiments usually emerge from brand hatred, allowing customers to express negative views […];Sun, 23 Jun 2024 22:21:45 +0000;F_2024-06-23;-0.9601;-0.6697
d0cc2793-10e3-39a8-83ac-1662281c5d78;F;Is Ford Motor Company (F) a Good Robinhood Stock to Buy?;We recently compiled a list of the 10 Best Robinhood Stocks Under $20. In this article, we are going to take a look at where Ford Motor Company (NYSE:F) stands against the other Robinhood stocks. The market reacted favorably after the Federal Reserve’s June 11-12 meeting. The broader market marked record closes. At the June 12 […];Sat, 22 Jun 2024 11:58:45 +0000;F_2024-06-22;0.7783;0.4404
0217950a-4e7b-3aa0-b94c-18fbfd53c865;F;'We're All In!' How These Billionaires Transformed A City And Lured People Back For The First Time In 70 Years;Detroit has had a rough ride over the past few decades. Once a booming industry hub, the city faced economic downturns, population loss, and eventually declared bankruptcy in 20. But things are changing, and Detroit is making a comeback. For the first time in almost seventy years, new data by the US Census Bureau shows that Detroit's population actually increased last year. Young people are flocking to the city, attracted by its upscale condos and trendy restaurant scene. Today, Detroit looks no;Fri, 21 Jun 2024 15:15:10 +0000;F_2024-06-21;0.4404;0.0
c2715d90-2cb8-32c7-ae85-4a0bf6b94835;F;Someone Forgot to Tell Ford EV Sales Were Slowing;At a time many automakers are dealing with EV demand slowing to a crawl, Ford quietly posted one of its best months for EV sales.;Fri, 21 Jun 2024 08:57:00 +0000;F_2024-06-21;0.5719;0.0
c9cd1fc9-2230-3768-a4eb-7bf85820cdab;T;Why AT&T (NYSE:T) Is a Top Dividend Stock Worth Watching;"Telecom company AT&amp;T (NYSE:T) has historically attracted investors with its mature business model characterized by low volatility and a high dividend yield supported by robust cash flows. Despite lacking strong growth prospects, the company consistently pays steady dividends with relatively low risk. Recent turbulent years have contradicted these strengths, but AT&amp;T has since reorganized by refocusing on its core business. It is poised to remain a strong dividend performer for years to come, whi";Thu, 27 Jun 2024 23:41:12 +0000;T_2024-06-27;-0.0505;0.4019
31e31e80-ebb7-30f4-9483-22afc7430b9d;T;Verizon, AT&T Mobile Users Face Problems Connecting Overseas;"(Bloomberg) -- Customers of major US telecommunications companies including AT&amp;T Inc., T Mobile US Inc. and Verizon Communications Inc. are reporting issues connecting to their networks while outside of the country. Most Read from BloombergBiden Struggles as He Spars With Trump on Economy: Debate TakeawaysBiden’s Disastrous Debate Accelerates Doubts Over CandidacySupreme Court Poised to Allow Emergency Abortions in IdahoBiden Struggles Against Trump in High-Stakes 2024 DebateSpaceX Tender Offer";Thu, 27 Jun 2024 19:19:51 +0000;T_2024-06-27;-0.8689;-0.4019
27a34c42-d15c-3869-9d44-de2d2e413227;T;Major telecom outage impacting Americans traveling overseas;Multiple top telecom service providers in the U.S. on Thursday reported that some customers traveling abroad were having connectivity problems while roaming due to a provider partner.;Thu, 27 Jun 2024 19:10:38 +0000;T_2024-06-27;-0.2263;0.0
78df239c-a56c-3e00-ab7b-e1c61f3d3675;T;Massive AT&T, T-Mobile and Verizon outage for US customers traveling abroad;An international roaming outage is leaving customers of the three major US mobile carriers in the dark, making it difficult or impossible for American customers who are currently out of the country to make calls, send messages and use data.;Thu, 27 Jun 2024 16:15:20 +0000;T_2024-06-27;-0.3612;0.0
75aaade0-ad55-3f3f-b130-7338d894c6c1;T;Top US carriers say roaming customers facing connectivity issues;"In statements to Reuters, Verizon, AT&amp;T and T-Mobile US said they were working to resolve the issue but did not provide details on the extent of the outage or the services partner responsible for it.  However, a person familiar with the matter said it was due to a glitch at Syniverse, a telecom services firm that works with global carriers to support international roaming.  In a response to Reuters, Syniverse said its systems were facing ""intermittent connectivity issues"" and was working with its network partners to fix the problem.";Thu, 27 Jun 2024 15:49:55 +0000;T_2024-06-27;0.5994;0.2023
9b7849cf-478e-3904-b086-603d9c85ff16;T;Is Verizon A Buy Amid Rival AT&T's Out-Performance In June Quarter?;"Verizon reports Q2 earnings on July 22. AT&amp;T follows on July 24. VZ stock has gained 8% in 2024 while AT&amp;T has advanced 11% with shares gaining since its Q1 earnings report.";Thu, 27 Jun 2024 15:22:15 +0000;T_2024-06-27;0.8225;0.0
9b360543-c968-30ae-9ffd-c3405a7a2324;T;FCC chair asks telecoms to detail efforts to block fraudulent AI political robocalls;"(Reuters) -The chair of the Federal Communications Commission asked AT&amp;T, Verizon, Comcast and other cable and telecom carriers to detail efforts to crack down on fraudulent political robocalls that are generated by AI, the agency said Thursday.  Last month Steven Kramer, a Louisiana Democratic political consultant, was indicted over a fake robocall imitating U.S. President Joe Biden seeking to dissuade people from voting for him in New Hampshire's Democratic primary election.  The FCC in May proposed to fine Kramer $6 million over the robocalls it said used an AI-generated deepfake audio recording of Biden’s cloned voice, saying its rules prohibit transmission of inaccurate caller ID information.";Thu, 27 Jun 2024 13:45:00 +0000;T_2024-06-27;-0.6705;-0.7269
7139c617-2ff2-3c06-b080-6cfb6b453b58;T;AT&T Declares Dividends on Common and Preferred Shares;The board of directors today declared a quarterly dividend of $0.2775 per share on the company's common shares, payable August 1, 2024.;Wed, 26 Jun 2024 20:00:00 +0000;T_2024-06-26;0.5267;0.296
2c8f3f40-da7d-3845-a23b-d39472423486;T;AT&T wants Big Tech firms to pay into telecom and broadband subsidy fund;"WASHINGTON (Reuters) -AT&amp;T CEO John Stankey said on Monday that Congress should give the Federal Communications Commission the power to require Big Tech firms to contribute to a government fund that subsidizes access to telecom and broadband services.  Under current law, fees are levied on cell phone and landline service subscribers to support the Universal Service Fund, which spends about $8 billion a year - nearly all collected from surcharges on telephone bills.  ""The seven largest and most profitable companies in the world built their franchises on the internet and the infrastructure we provide,"" Stankey said in remarks at a telecom industry forum in Utah.";Mon, 24 Jun 2024 18:17:34 +0000;T_2024-06-24;0.7089;-0.1027
5495435f-9e49-3027-81dc-8996cfadb574;T;AST SpaceMobile Adds Chris Sambar to Board as It Prepares for Satellite Launch;"AST SpaceMobile, Inc (NASDAQ:ASTS), the company developing the first space-based cellular broadband network accessible directly by smartphones, has announced the appointment of Chris Sambar to its Board of Directors, effective June 20. Sambar, who is the Head of Network at AT&amp;T Inc (NYSE:T), succeeds Alex Coleman, Chairman at New Providence Acquisition Corp. The stock saw some redemption Monday after a selloff Friday. The addition of Sambar to the Board comes at a crucial time for AST SpaceMobil";Mon, 24 Jun 2024 15:50:03 +0000;T_2024-06-24;0.743;0.0
e40efd5a-ca5f-3797-add5-0b7dfa1b2d8f;T;How to Boost Your Portfolio with Top Computer and Technology Stocks Set to Beat Earnings;The Zacks Earnings ESP is a great way to find potential earnings surprises. Why investors should take advantage now.;Mon, 24 Jun 2024 13:00:09 +0000;T_2024-06-24;0.7906;0.5423
c7f0431a-9be5-3b03-9e2f-cfa0dd88455a;T;Want an Extra $100 in Annual Dividend Income? Invest $1,320 in These 3 High-Yield Stocks;It doesn't take much to boost your passive income stream with these top dividend-paying stocks.;Sun, 23 Jun 2024 09:42:00 +0000;T_2024-06-23;0.6486;0.0772
9d4ff828-edaf-3f0d-a62d-bc1d46916011;T;Nvidia Joined 11 Companies That Have Led the Stock Market in the Past Century;"Going back to 1926, only 12 companies have lead the market in terms of market value, including AT&amp;T, Apple, Cisco, Dupont, Exxon, GE, GM, IBM, Microsoft. Philip Morris, and Walmart.";Fri, 21 Jun 2024 15:23:00 +0000;T_2024-06-21;0.34;0.0
f4cad2b9-e023-3552-ab15-c386fd043dee;T;How Long Would It Take To Double Your Money With AT&T's 6.15% Yield?;"AT&amp;T Inc (NYSE:T) has long been a favorite among income investors due to its high dividend yield, which currently stands at an impressive 6.15%. But how long would it take for an investment in AT&amp;T to double if you were to reinvest your dividends? ...";Fri, 21 Jun 2024 13:19:32 +0000;T_2024-06-21;0.4854;0.0
8fbfb4bc-64b6-3805-a758-b2acfeb610cf;T;California rejects AT&T bid to stop offering landline service in some areas;"(Reuters) -California rejected AT&amp;T's bid to stop offering landline telephone service and other services as the ""carrier of last resort,"" a state agency said on Thursday.  Marin County said AT&amp;T's request made in March 2023 would have ended services to over 580,000 eligible households throughout the state.  The California Public Utilities Commission said in rejecting AT&amp;T's request that the decision did not prevent AT&amp;T from retiring copper facilities or from investing in fiber or other facilities or technologies to improve its network.";Thu, 20 Jun 2024 20:58:03 +0000;T_2024-06-20;-0.6882;-0.6597
fe2ed045-23d8-3913-aad1-3ccba2ea6b9d;T;Want $1,000 in Dividend Income? Here's How Much You'd Need to Invest in AT&T to Get It;The telecom giant's yield may be high, but investors shouldn't assume the dividend is at risk.;Thu, 20 Jun 2024 19:37:30 +0000;T_2024-06-20;-0.3919;0.0772
132ad074-249d-377f-a433-31cf24a314c9;T;Lunda Construction Awarded $53.6 Million Kellogg/3rd Street Bridge Replacement Project;"BLACK RIVER FALLS, Wisc., June 20, 2024--Tutor Perini Corporation (NYSE: TPC) (the ""Company""), a leading civil, building and specialty construction company, announced today that its subsidiary, Lunda Construction Company, has been awarded a project by the City of St. Paul, Minnesota, valued at approximately $53.6 million for the Kellogg/3rd Street Bridge Replacement Project. The scope of work includes construction of a new bridge with 13 spans totaling over 2,100 feet in length that will have fo";Thu, 20 Jun 2024 18:34:00 +0000;T_2024-06-20;0.6808;0.4019
ef9d88cf-78dc-3e33-8798-7a9027a4b17f;T;Is It Wise to Retain SBA Communications (SBAC) Stock for Now?;SBA Communications (SBAC) is likely to benefit from the healthy global demand for wireless connectivity and its asset buyouts. However, notable customer concentration and high interest rates are key woes.;Thu, 20 Jun 2024 15:54:00 +0000;T_2024-06-20;0.7783;0.4767
65864de1-9674-376a-b09f-ca8805e92bb3;T;2 High-Yield Value Stocks to Buy and One to Boot;High-yield stocks probably won’t yield nearly as much after the Federal Reserve has had the chance to cut interest rates a few times. Undoubtedly, we haven’t had the first rate cut yet, but investors seem optimistic as the Fed finally looks to make a move, perhaps as soon as September. In any case, the high-yield value plays represent an intriguing, albeit less popular, opportunity as other investors continue punching their ticket into high-growth technology plays. As the mega-cap tech stars con;Wed, 19 Jun 2024 15:23:57 +0000;T_2024-06-19;0.9516;0.34
b18d7e23-09c4-3822-9b3f-f572d8d43f01;T;If You'd Invested $10,000 in AT&T Stock 20 Years Ago, Here's How Much You'd Have Today;"Find out whether AT&amp;T's dividend-powered returns can really compete with the broader market in the long run.";Wed, 19 Jun 2024 12:29:00 +0000;T_2024-06-19;0.0;0.0
7028ba48-0702-344f-ba9c-a4870d251522;S;SentinelOne Stock Is Down 41% From Its 52-Week High. Time to Buy?;Don't count out this AI-powered cybersecurity leader.;Mon, 24 Jun 2024 12:15:00 +0000;S_2024-06-24;0.0;0.0
cd34faf0-0255-3ea4-a065-0658f21d8d42;S;Prediction: This Artificial Intelligence (AI) Stock Could Be Up 98% by the End of 2024;The market is absurdly underrating this rising AI star.;Mon, 24 Jun 2024 09:10:00 +0000;S_2024-06-24;0.0;0.4767
81308a4b-31bd-347f-9e46-1bc8f8202dfd;S;3 Growth Stocks to Sell in June Before They Crash & Burn;"It’s a good time to be in growth stocks. The major U.S. indices have continued their ascent as publicly listed companies churn out better-than-expected earnings reports and the inflation gets back under control. The tech-heavy Nasdaq Composite has climbed 17.8% on a year-to-date basis, while its counterpart, the S&amp;P 500, rallied around 14.7% in the same period. The May consumer price index (CPI) report that the Bureau of Labor Statistics released last week has definitely been in a catalyst in th";Fri, 21 Jun 2024 12:00:00 +0000;S_2024-06-21;0.802;-0.0258
5db9d9fd-c062-3db6-a9b1-6c82a4e9054b;S;SentinelOne's (S) Strong Cybersecurity Portfolio Aids Prospect;"SentinelOne (S) leads in MITRE ATT&amp;CK Evaluations, boasting 100% detection across 15 attack steps with exceptional speed and precision in threat response.";Wed, 19 Jun 2024 16:18:00 +0000;S_2024-06-19;-0.7579;0.6705
6e23675e-9a44-3d9a-85e5-6c8f15776c52;S;3 AI Stocks to Sell in June Before They Crash & Burn;"U.S. equities continue their rally, defying all odds. The S&amp;P 500 has climbed 13.9% since the start of the year, while the tech-heavy Nasdaq Composite soared 17.3%. Well-known artificial intelligence (AI) behemoths, particularly Nvidia (NASDAQ:NVDA), are responsible for much of the gains. Moreover, last week turned out to be great from a macroeconomic perspective. The May consumer price index (CPI) report came in lower than most economists had forecasted, and wholesale prices, which are measured";Tue, 18 Jun 2024 20:17:13 +0000;S_2024-06-18;0.8658;-0.4019
f016117e-24fd-3190-9fba-8a324f72c2b9;S;SentinelOne® Delivers 100% Detection and Protection in MITRE ATT&CK Engenuity Evaluations;"MOUNTAIN VIEW, Calif., June 18, 2024--The results of the second round of MITRE Engenuity’s ATT&amp;CK Evaluations for Managed Security Services (MSS) Providers have been released. And SentinelOne’s (NYSE: S) Managed Detection and Response (MDR) team leads the pack, delivering 100 percent detection of all 15 major steps in the evaluation, the best signal-to-noise ratio among top performers, and the fastest internal Mean-Time-To-Detect (MTTD).";Tue, 18 Jun 2024 13:05:00 +0000;S_2024-06-18;0.8126;0.0
94a84bcd-9eb1-3fd7-a1c5-960a33e3b918;S;June Gloom? 3 Stocks to Sell Before They Plunge;U.S. equities are reaching new highs after May’s consumer price index (CPI) report indicated significant cooling in pricing pressures across the broad. The headline inflation figure came in flat, while the “core” reading, which excludes price volatility from food and energy, increased only 0.2% month-over-month. The year-over-year increase in prices landed at 3.3%, which represented the first significant cooling we have seen since the second quarter of 2021. These trends could contribute to mark;Mon, 17 Jun 2024 12:05:00 +0000;S_2024-06-17;0.765;-0.5574
8e3759bb-5eb4-394c-9ef3-8ad5f18eb595;S;SentinelOne® Receives Pax8 MVP and Global Partner’s Choice Awards;MOUNTAIN VIEW, Calif., June 14, 2024--Pax8, the leading cloud commerce marketplace, has announced the winners of its second-annual 2024 Beyond Awards, and SentinelOne (NYSE: S), a global leader in AI-powered security, was recognized as both an MVP and Global Partner’s Choice. The awards, which honor partners and vendors that are driving cloud adoption and providing advanced solutions that empower businesses worldwide, were presented during Beyond 2024, a sold-out event that provided Pax8 partner;Fri, 14 Jun 2024 13:00:00 +0000;S_2024-06-14;0.9468;0.4588
539efdfe-4dc0-3c21-bc96-7e9fbdf1a05c;S;Insider Sale: CFO David Bernhardt Sells Shares of SentinelOne Inc (S);David Bernhardt, the Chief Financial Officer of SentinelOne Inc (NYSE:S), sold 11,221 shares of the company on June 11, 2024.;Thu, 13 Jun 2024 23:02:54 +0000;S_2024-06-13;0.296;0.296
951ed59e-bcfc-331e-aab9-eba90d5a145e;S;3 Stocks Under $20 That Can Turn $100 Into $10,000 by 2030: June Edition;Stocks are inherently enticing. First, they let you purchase the power to have a say in the operations of a company through voting. Then you can receive payouts through dividends. And finally, you profit off of your original investment by selling your stock. However, for everyday investors, putting a few hundred dollars into a company you don’t know inside-out is a hard bargain. Most investors want a cheap company with high growth potential. Of course, this comes with risks, like volatility. How;Wed, 12 Jun 2024 20:25:19 +0000;S_2024-06-12;0.8473;0.0
99bc6747-5372-387b-87ac-81474bbd7574;S;Why Is SentinelOne (S) Stock Rocketing Higher Today;Shares of cyber security company SentinelOne (NYSE:S) jumped 6.3% in the afternoon session after major indices soared as yields declined after the Bureau of Labour Statistics reported CPI (Consumer Price Index - a gauge of the average price consumers pay for goods and services) for the month of May 2024 came in better than expected at 3.3% year on year (versus analysts' expectations for 3.4%). The data also revealed that inflation was flat (unchanged) month on month. The inflation results benefi;Wed, 12 Jun 2024 19:29:35 +0000;S_2024-06-12;0.7269;0.0
03756290-2a00-36db-8253-f665e980531e;S;SentinelOne (S) Boosts Cloud Security Portfolio for AWS Clients;SentinelOne (S) is expanding its portfolio for AWS customers with the launch of Singularity Cloud Workload Security for Serverless Containers.;Wed, 12 Jun 2024 15:20:00 +0000;S_2024-06-12;0.34;0.5719
34a60edf-117c-3852-8326-726620500da7;S;2 Super Cybersecurity Stocks (Other Than CrowdStrike) to Buy Hand Over Fist Today;The corporate sector needs to spend more money on cybersecurity, and that's a big opportunity for companies like SentinelOne and Tenable.;Wed, 12 Jun 2024 11:15:00 +0000;S_2024-06-12;0.6486;0.7964
f0c79802-fbe0-3ff7-8186-055630e3ff4f;S;SentinelOne® Transforms Cloud Security for AWS Customers;MOUNTAIN VIEW, Calif., June 11, 2024--Cloud security is a balance between an organization's drive to digitally transform and the need to secure a dynamic and fluid environment in an ever-evolving threat landscape. Ephemeral cloud environments such as serverless containers may be short-lived, but they present a real and growing security risk, and attackers can wreak havoc if they are unprotected. SentinelOne (NYSE: S), a global leader in AI-powered security, today announced the launch of Singular;Tue, 11 Jun 2024 13:00:00 +0000;S_2024-06-11;-0.8422;0.34
7b202769-8494-3e4b-b088-e9a1029be59e;S;Is SentinelOne Stock a Buy?;The company's stock price is down. Here are factors to consider in buying the dip.;Tue, 11 Jun 2024 11:15:00 +0000;S_2024-06-11;0.0;0.0
4239f416-55d3-38d7-bfbc-02dcdaa359bb;S;3 Cybersecurity Stocks to Buy for Secure Profits;While advanced technologies will always be celebrated, the reality is that with innovation comes nefarious activity. It’s just the way of the world. With that, cybersecurity stocks present an excellent opportunity. In many ways, they benefit from a permanently relevant narrative. According to Grand View Research, the global cybersecurity market size reached a valuation of $222.66 billion. By 2030, the sector could be worth $500.7 billion, implying a compound annual growth rate (CAGR) of 12.3% fr;Tue, 11 Jun 2024 10:00:00 +0000;S_2024-06-11;0.9741;0.6486
edf5cf22-cc62-3417-9699-e54bee2cfb3f;S;‘Down But Not Out’: UBS Suggests Buying the Dip in These 2 Buy-Rated Stocks;"The stock market continues to thrive this year, with the S&amp;P 500 up almost 13% and the NASDAQ flying high with a 16% surge. Just like last year, the mega-cap tech stocks have been leading the gains, and providing a positive impetus for the markets as a whole. But the tech giants are not the whole story. Investors are finding good news in several other areas, including the outlook for the Federal Reserve’s interest rate policy. Inflation remains stubborn, but the general outlook is that the Fed w";Sun, 09 Jun 2024 13:06:39 +0000;S_2024-06-09;0.8422;0.0
dc145048-3503-3b03-91f3-be1469b6d257;S;This Artificial Intelligence (AI) Stock Is Down 38% in 2024. Should Investors Start Buying It Hand Over Fist Right Away?;SentinelOne stock is having a tough time this year thanks to tight customer spending, but investors would do well to look at the positives.;Fri, 07 Jun 2024 17:15:00 +0000;S_2024-06-07;0.8381;0.743
0eaa9662-d620-3a67-a766-7fdb235bbfda;S;3 Hot Tech Stocks Poised to Quintuple by 2027;Tech stocks have continued to drive the bulk of the market’s gains over the past two decades, and I think the trend will remain in place over the coming decades. We have many catalysts, like AI, quantum computing, and other breakthrough technologies, that could reshape the world. That said, betting on these up-and-coming technologies involves a lot of risk. Plus, you’ll have to hold for a very long time to see meaningful gains if you invest in many of these companies right now. On the other hand;Thu, 06 Jun 2024 14:32:37 +0000;S_2024-06-06;0.8658;0.25
02b50955-9caf-35e2-aac4-c7950f776b06;S;2 Top Tech Stocks Trading Under $20 per Share;Here are two potentially market-beating stocks you can buy for less than the price of a large pizza.;Thu, 06 Jun 2024 08:50:00 +0000;S_2024-06-06;0.0;0.4588
